timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1781303322212,5,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,219,1,1,http://localhost:5133/api/loans,5,0,0
1781303322218,12,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,220,1,1,http://localhost:5133/api/loans,12,0,0
1781303322231,7,BorrowBookRequest,404,Not Found,Thread Group 1-18,text,false,,290,220,1,1,http://localhost:5133/api/loans,7,0,0
1781303322426,6,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,290,220,1,1,http://localhost:5133/api/loans,6,0,1
1781303322432,7,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,290,219,1,1,http://localhost:5133/api/loans,7,0,0
1781303322439,4,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,290,220,1,1,http://localhost:5133/api/loans,4,0,0
1781303322444,4,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,289,219,1,1,http://localhost:5133/api/loans,3,0,0
1781303322448,9,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,289,220,1,1,http://localhost:5133/api/loans,9,0,0
1781303322457,6,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,290,219,1,1,http://localhost:5133/api/loans,5,0,0
1781303322463,6,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,290,219,1,1,http://localhost:5133/api/loans,6,0,0
1781303322469,5,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,289,220,1,1,http://localhost:5133/api/loans,5,0,0
1781303322475,5,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,290,219,1,1,http://localhost:5133/api/loans,5,0,0
1781303322480,5,BorrowBookRequest,404,Not Found,Thread Group 1-19,text,false,,290,219,1,1,http://localhost:5133/api/loans,5,0,0
1781303322673,7,BorrowBookRequest,404,Not Found,Thread Group 1-20,text,false,,290,220,1,1,http://localhost:5133/api/loans,7,0,2
